timestamp,model,provider,context,iteration,program_id,input_tokens,output_tokens,prompt_tokens,completion_tokens,total_tokens,accepted_prediction_tokens,reasoning_tokens,rejected_prediction_tokens,cached_tokens,cache_creation_input_tokens,cache_read_input_tokens
1767025463.6023107,gpt-5-mini,openai,evolution,2796,222be5cb-1797-4132-b1d2-1c6904b1d9ae,63360,4830,63360,4830,68190,0,576,0,33664,,
1767025495.8667486,gpt-5-mini,openai,evolution,2797,c1539a9b-59f3-4196-8087-3f29e1b1c095,51724,5063,51724,5063,56787,0,576,0,27520,,
1767025530.2552001,gpt-5-mini,openai,evolution,2798,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,67310,8132,67310,8132,75442,0,576,0,23552,,
1767025553.5429652,claude-sonnet-4-5,anthropic,evolution,2799,075439a3-768a-4362-8f81-3dfe0bf32bdd,2,5968,,,5970,,,,,67738,0
1767025708.3258727,gpt-5-mini,openai,evolution,2801,ab90dc3e-395f-4c24-9d90-646f20e0e01b,62505,6627,62505,6627,69132,0,512,0,,,
1767025732.185834,claude-sonnet-4-5,anthropic,evolution,2800,061a4909-e488-4307-861d-35ac4a3ba9c0,2,7832,,,7834,,,,,79670,0
1767025753.1754684,gpt-5-mini,openai,evolution,2803,075439a3-768a-4362-8f81-3dfe0bf32bdd,54192,6656,54192,6656,60848,0,384,0,35840,,
1767025764.3896766,claude-sonnet-4-5,anthropic,evolution,2802,b593f8fd-2ce8-4a0e-b2b0-cfe248bd223f,2,6352,,,6354,,,,,64407,0
1767025922.5333505,gpt-5-mini,openai,evolution,2805,22d9d2f3-21d5-4110-850e-f72573fbad6b,61561,5319,61561,5319,66880,0,704,0,,,
1767025924.290923,gpt-5-mini,openai,evolution,2804,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,69161,6952,69161,6952,76113,0,576,0,30592,,
1767025986.766616,claude-sonnet-4-5,anthropic,evolution,2806,39140617-fd6b-4a09-8040-c0491fcc7099,2,5907,,,5909,,,,,62072,0
1767025986.8326523,gpt-5-mini,openai,evolution,2807,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,64642,7574,64642,7574,72216,0,320,0,,,
1767026070.9400506,gpt-5-mini,openai,evolution,2808,f9ec4a94-32ba-4e02-828e-2f905f3ee9cc,55078,4566,55078,4566,59644,0,448,0,19328,,
1767026118.196338,gpt-5-mini,openai,evolution,2809,46742ec5-aaf2-4234-8cc8-58940fb3b89c,69145,7183,69145,7183,76328,0,512,0,23552,,
1767026167.4419181,gpt-5-mini,openai,evolution,2810,f8cd3d70-d02e-4233-b4a4-67ed5fc7db25,61444,4618,61444,4618,66062,0,448,0,,,
1767026185.293663,gpt-5-mini,openai,evolution,2811,b8648f73-9e92-41cd-a1a0-7732a4ec8021,51106,5291,51106,5291,56397,0,512,0,,,
1767026258.6037936,gpt-5-mini,openai,evolution,2812,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,64752,7300,64752,7300,72052,0,512,0,36864,,
1767026286.6648836,gpt-5-mini,openai,evolution,2813,2ae3a452-ecf8-4d3b-9c14-bc22420e06db,54546,7059,54546,7059,61605,0,384,0,30592,,
1767026341.510209,gpt-5-mini,openai,evolution,2814,f88c55b9-4b18-4124-8e53-6acc0e911467,61976,6174,61976,6174,68150,0,512,0,,,
1767026395.4221067,gpt-5-mini,openai,evolution,2815,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,67810,8158,67810,8158,75968,0,512,0,,,
1767026397.7102544,gpt-5-mini,openai,evolution,2816,c1539a9b-59f3-4196-8087-3f29e1b1c095,51199,5132,51199,5132,56331,0,640,0,,,
1767026488.4027355,gpt-5-mini,openai,evolution,2817,51c66df5-77ca-42e3-902d-69040d8c88c8,67361,4504,67361,4504,71865,0,832,0,,,
1767026532.9910157,gpt-5-mini,openai,evolution,2820,f7952990-e024-4e56-9b3d-9686bd4f8d05,63625,4641,63625,4641,68266,0,448,0,,,
1767026549.6687438,gpt-5-mini,openai,evolution,2818,c561971d-9b16-49f8-8cf9-1331f96e78c6,55666,6968,55666,6968,62634,0,512,0,37760,,
1767026554.1825383,gpt-5-mini,openai,evolution,2819,dc2aeb8b-612c-472a-a704-33a55dfddb4f,61186,6988,61186,6988,68174,0,512,0,,,
1767026605.1435413,gpt-5-mini,openai,evolution,2821,ff754803-083e-46c0-92b3-de15bbf215b1,69466,5747,69466,5747,75213,0,576,0,30592,,
1767026708.3976393,gpt-5-mini,openai,evolution,2822,39140617-fd6b-4a09-8040-c0491fcc7099,50993,6699,50993,6699,57692,0,640,0,17280,,
1767026762.9214127,gpt-5-mini,openai,evolution,2823,51c66df5-77ca-42e3-902d-69040d8c88c8,65403,6704,65403,6704,72107,0,384,0,,,
1767026774.7657118,gpt-5-mini,openai,evolution,2824,9e07bd9e-9f84-4a27-b2cd-c87d44fb135a,65655,5521,65655,5521,71176,0,768,0,,,
1767026825.2797425,gpt-5-mini,openai,evolution,2825,9978f949-52c1-4af6-b520-ae816a272f57,55881,8070,55881,8070,63951,0,576,0,30592,,
1767026901.0684006,gpt-5-mini,openai,evolution,2827,51c66df5-77ca-42e3-902d-69040d8c88c8,63733,4520,63733,4520,68253,0,512,0,,,
1767026947.8052213,claude-sonnet-4-5,anthropic,evolution,2826,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,2,6088,,,6090,,,,,80327,0
1767026965.5026963,gpt-5-mini,openai,evolution,2828,39140617-fd6b-4a09-8040-c0491fcc7099,50640,5603,50640,5603,56243,0,448,0,32640,,
1767027059.8759847,claude-sonnet-4-5,anthropic,evolution,2829,f9ec4a94-32ba-4e02-828e-2f905f3ee9cc,2,6924,,,6926,,,,,74407,0
1767027080.9140255,gpt-5-mini,openai,evolution,2830,9e07bd9e-9f84-4a27-b2cd-c87d44fb135a,64489,4746,64489,4746,69235,0,640,0,33536,,
1767027115.0366023,gpt-5-mini,openai,evolution,2831,4bc0d9f3-d6f9-46ff-beaf-58b2021b3ae8,63654,7620,63654,7620,71274,0,512,0,,,
1767027150.0293493,gpt-5-mini,openai,evolution,2832,e6385440-3954-4eeb-8915-2cd6206f7d64,60838,5374,60838,5374,66212,0,576,0,,,
1767027218.951059,gpt-5-mini,openai,evolution,2834,5741c20a-07ed-4fab-b6c8-b4a59263dd5a,63512,4526,63512,4526,68038,0,640,0,,,
1767027223.6125998,gpt-5-mini,openai,evolution,2833,0d1582a7-2664-4a4e-88a7-ce497a5437c3,50697,5454,50697,5454,56151,0,576,0,,,
1767027332.3240304,gpt-5-mini,openai,evolution,2835,075439a3-768a-4362-8f81-3dfe0bf32bdd,57554,6890,57554,6890,64444,0,576,0,30592,,
1767027371.4586763,claude-sonnet-4-5,anthropic,evolution,2836,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,2,5760,,,5762,,,,,87361,0
1767027394.4785016,gpt-5-mini,openai,evolution,2837,688ea239-1663-4f64-86b3-fde4f25609bd,66159,7209,66159,7209,73368,0,384,0,,,
1767027403.0719624,gpt-5-mini,openai,evolution,2839,10dba581-ab88-4827-b7ed-1b83027b05ab,58388,5672,58388,5672,64060,0,448,0,,,
1767027418.4659293,claude-sonnet-4-5,anthropic,evolution,2838,269d5be0-059e-41fa-bf74-cd5b04c8c751,2,5406,,,5408,,,,,62994,0
1767027437.7284687,gpt-5-mini,openai,evolution,2840,9e07bd9e-9f84-4a27-b2cd-c87d44fb135a,59604,4586,59604,4586,64190,0,704,0,19328,,
1767027478.1726842,gpt-5-mini,openai,evolution,2841,afdac2e5-4dc8-42a5-9cee-9f36ae5b31fc,63229,7554,63229,7554,70783,0,640,0,,,
1767027505.9350307,gpt-5-mini,openai,evolution,2842,87b44e98-fe7c-4b5a-ab08-9fb37946e5c4,52142,3487,52142,3487,55629,0,640,0,27520,,
1767027526.00189,gpt-5-mini,openai,evolution,2843,4bc0d9f3-d6f9-46ff-beaf-58b2021b3ae8,61124,5952,61124,5952,67076,0,448,0,,,
1767027586.243256,gpt-5-mini,openai,evolution,2844,603b2695-500c-4e67-a9de-f0b3fbf6e81e,62757,4698,62757,4698,67455,0,640,0,,,
1767027615.9620905,gpt-5-mini,openai,evolution,2845,bc850702-1a32-4ff0-a81b-1761b7a7bafc,64832,5362,64832,5362,70194,0,768,0,,,
1767027731.3740888,gpt-5-mini,openai,evolution,2847,4a155b1c-78cd-4903-868d-f77a8ad56580,49668,5302,49668,5302,54970,0,704,0,27520,,
1767027736.1725478,claude-sonnet-4-5,anthropic,evolution,2846,c561971d-9b16-49f8-8cf9-1331f96e78c6,2,5128,,,5130,,,,,69668,0
1767027753.2585425,gpt-5-mini,openai,evolution,2849,ab90dc3e-395f-4c24-9d90-646f20e0e01b,61224,5265,61224,5265,66489,0,576,0,,,
1767027756.7285314,gpt-5-mini,openai,evolution,2848,ff754803-083e-46c0-92b3-de15bbf215b1,67408,7592,67408,7592,75000,0,512,0,,,
1767027901.7800932,gpt-5-mini,openai,evolution,2850,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,62985,6636,62985,6636,69621,0,640,0,36864,,
1767027941.1012602,gpt-5-mini,openai,evolution,2851,f9ec4a94-32ba-4e02-828e-2f905f3ee9cc,56869,5219,56869,5219,62088,0,448,0,30592,,
1767027965.191419,gpt-5-mini,openai,evolution,2853,ff754803-083e-46c0-92b3-de15bbf215b1,68219,4500,68219,4500,72719,0,640,0,23552,,
1767027972.152972,gpt-5-mini,openai,evolution,2852,5741c20a-07ed-4fab-b6c8-b4a59263dd5a,64293,4702,64293,4702,68995,0,768,0,,,
1767028089.452083,gpt-5-mini,openai,evolution,2854,0d1582a7-2664-4a4e-88a7-ce497a5437c3,51101,5251,51101,5251,56352,0,512,0,27520,,
1767028123.079701,gpt-5-mini,openai,evolution,2855,4607ff65-460f-4559-8a05-b95484b709b7,66125,5661,66125,5661,71786,0,512,0,,,
1767028160.6008277,gpt-5-mini,openai,evolution,2856,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,64120,8179,64120,8179,72299,0,768,0,23552,,
1767028177.050996,gpt-5-mini,openai,evolution,2857,075439a3-768a-4362-8f81-3dfe0bf32bdd,56658,6388,56658,6388,63046,0,768,0,,,
1767028223.1309645,gpt-5-mini,openai,evolution,2858,f8cd3d70-d02e-4233-b4a4-67ed5fc7db25,62944,5169,62944,5169,68113,0,448,0,33536,,
1767028242.5652428,gpt-5-mini,openai,evolution,2859,eec4b022-8538-4d7f-9d1d-4f382aacf908,66079,6991,66079,6991,73070,0,640,0,,,
1767028311.6932812,gpt-5-mini,openai,evolution,2860,b8648f73-9e92-41cd-a1a0-7732a4ec8021,51664,4987,51664,4987,56651,0,384,0,27520,,
1767028342.4360194,gpt-5-mini,openai,evolution,2861,3dad9703-b3b5-433a-b559-6bc93ac30768,55692,6009,55692,6009,61701,0,512,0,,,
1767028407.0294247,gpt-5-mini,openai,evolution,2862,4bc0d9f3-d6f9-46ff-beaf-58b2021b3ae8,69007,5155,69007,5155,74162,0,512,0,30592,,
1767028410.591212,gpt-5-mini,openai,evolution,2864,b8648f73-9e92-41cd-a1a0-7732a4ec8021,52341,4100,52341,4100,56441,0,704,0,,,
1767028436.5730941,gpt-5-mini,openai,evolution,2863,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,62760,7239,62760,7239,69999,0,576,0,,,
1767028495.6598387,gpt-5-mini,openai,evolution,2865,f88c55b9-4b18-4124-8e53-6acc0e911467,58181,7592,58181,7592,65773,0,512,0,,,
1767028626.3298328,claude-sonnet-4-5,anthropic,evolution,2866,c561971d-9b16-49f8-8cf9-1331f96e78c6,2,6334,,,6336,,,,,68496,0
1767028630.569807,gpt-5-mini,openai,evolution,2867,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,63335,7041,63335,7041,70376,0,512,0,30592,,
1767028630.6551754,gpt-5-mini,openai,evolution,2868,b8648f73-9e92-41cd-a1a0-7732a4ec8021,51015,6691,51015,6691,57706,0,448,0,,,
1767028646.8735344,gpt-5-mini,openai,evolution,2869,0f39c2a5-f80e-4bd5-a3f3-bc88da9b0b5e,64608,5387,64608,5387,69995,0,512,0,,,
1767028738.3731928,gpt-5-mini,openai,evolution,2870,51c66df5-77ca-42e3-902d-69040d8c88c8,66450,4709,66450,4709,71159,0,704,0,36864,,
1767028802.3449907,gpt-5-mini,openai,evolution,2871,f88c55b9-4b18-4124-8e53-6acc0e911467,60290,7222,60290,7222,67512,0,448,0,36864,,
1767028825.6365962,gpt-5-mini,openai,evolution,2872,1a44fec5-c988-47ca-8648-5c14a07ba45c,56118,7287,56118,7287,63405,0,512,0,30592,,
1767028901.3294895,gpt-5-mini,openai,evolution,2873,87b44e98-fe7c-4b5a-ab08-9fb37946e5c4,54086,6288,54086,6288,60374,0,448,0,27520,,
1767029030.847254,gpt-5-mini,openai,evolution,2875,d63d718b-a746-4ada-9c53-726bc42d88bc,59891,4738,59891,4738,64629,0,448,0,,,
1767029069.7756338,gpt-5-mini,openai,evolution,2876,075439a3-768a-4362-8f81-3dfe0bf32bdd,58901,6148,58901,6148,65049,0,512,0,,,
1767029072.4872599,claude-sonnet-4-5,anthropic,evolution,2874,061a4909-e488-4307-861d-35ac4a3ba9c0,2,7772,,,7774,,,,,76989,0
1767029102.3911197,gpt-5-mini,openai,evolution,2877,46742ec5-aaf2-4234-8cc8-58940fb3b89c,69451,6725,69451,6725,76176,0,704,0,23552,,
1767029209.5453374,gpt-5-mini,openai,evolution,2878,b8648f73-9e92-41cd-a1a0-7732a4ec8021,51566,6148,51566,6148,57714,0,576,0,27520,,
1767029295.7133422,gpt-5-mini,openai,evolution,2879,e8b1d937-681f-4df9-825c-c30551f8f41b,58484,7326,58484,7326,65810,0,512,0,,,
1767029302.7290986,gpt-5-mini,openai,evolution,2881,bc850702-1a32-4ff0-a81b-1761b7a7bafc,64603,6843,64603,6843,71446,0,832,0,36864,,
1767029343.8922012,claude-sonnet-4-5,anthropic,evolution,2880,c0492f11-4666-4bc3-9a92-154e6dd1c88c,2,6795,,,6797,,,,,67666,0
1767029356.9692822,gpt-5-mini,openai,evolution,2882,46742ec5-aaf2-4234-8cc8-58940fb3b89c,66091,6386,66091,6386,72477,0,704,0,23552,,
1767029361.0778651,gpt-5-mini,openai,evolution,2883,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,65891,5820,65891,5820,71711,0,448,0,36864,,
1767029478.8123872,gpt-5-mini,openai,evolution,2884,87b44e98-fe7c-4b5a-ab08-9fb37946e5c4,51908,4018,51908,4018,55926,0,512,0,41856,,
1767029509.2956822,gpt-5-mini,openai,evolution,2885,c561971d-9b16-49f8-8cf9-1331f96e78c6,58153,6758,58153,6758,64911,0,448,0,30592,,
1767029583.327192,gpt-5-mini,openai,evolution,2887,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,67782,7586,67782,7586,75368,0,512,0,23552,,
1767029604.4657052,claude-sonnet-4-5,anthropic,evolution,2886,f88c55b9-4b18-4124-8e53-6acc0e911467,2,6126,,,6128,,,,,70402,0
1767029646.3081877,gpt-5-mini,openai,evolution,2888,aac75ce1-fd07-46c3-94c3-bb018f232f6a,66616,4925,66616,4925,71541,0,768,0,,,
1767029689.0846267,gpt-5-mini,openai,evolution,2889,075439a3-768a-4362-8f81-3dfe0bf32bdd,58428,6575,58428,6575,65003,0,384,0,46976,,
1767029728.4848258,gpt-5-mini,openai,evolution,2890,c1539a9b-59f3-4196-8087-3f29e1b1c095,50676,6492,50676,6492,57168,0,512,0,,,
1767029746.909473,gpt-5-mini,openai,evolution,2891,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,70559,6015,70559,6015,76574,0,640,0,30592,,
1767029805.4729633,gpt-5-mini,openai,evolution,2892,cf2ea867-1563-44c7-96fd-346360aa44c9,58359,5296,58359,5296,63655,0,448,0,30592,,
1767029890.7824385,gpt-5-mini,openai,evolution,2893,a5caf95f-f795-4960-9f58-a01384a5d1f7,63362,4506,63362,4506,67868,0,640,0,,,
1767029916.771983,gpt-5-mini,openai,evolution,2894,1a44fec5-c988-47ca-8648-5c14a07ba45c,58173,5854,58173,5854,64027,0,1024,0,19328,,
1767030004.8476129,claude-sonnet-4-5,anthropic,evolution,2895,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,2,6193,,,6195,,,,,83206,0
1767030025.4490383,gpt-5-mini,openai,evolution,2896,87b44e98-fe7c-4b5a-ab08-9fb37946e5c4,50654,6820,50654,6820,57474,0,512,0,27520,,
1767030155.2094703,gpt-5-mini,openai,evolution,2897,dc2aeb8b-612c-472a-a704-33a55dfddb4f,58900,5945,58900,5945,64845,0,512,0,18304,,
1767030259.0801766,gpt-5-mini,openai,evolution,2898,ff754803-083e-46c0-92b3-de15bbf215b1,63824,7408,63824,7408,71232,0,384,0,23552,,
1767030319.5606508,gpt-5-mini,openai,evolution,2899,39140617-fd6b-4a09-8040-c0491fcc7099,51490,5471,51490,5471,56961,0,384,0,32640,,
1767030361.6980264,gpt-5-mini,openai,evolution,2900,a5caf95f-f795-4960-9f58-a01384a5d1f7,62443,6837,62443,6837,69280,0,384,0,,,
1767030384.788667,gpt-5-mini,openai,evolution,2901,c0492f11-4666-4bc3-9a92-154e6dd1c88c,58481,3181,58481,3181,61662,0,640,0,,,
1767030456.8529234,gpt-5-mini,openai,evolution,2902,f8cd3d70-d02e-4233-b4a4-67ed5fc7db25,61202,6440,61202,6440,67642,0,512,0,18304,,
1767030475.8601675,gpt-5-mini,openai,evolution,2904,00acfa37-dfd6-4d89-a253-c2424c1e86ca,68101,7307,68101,7307,75408,0,512,0,,,
1767030520.1856222,claude-sonnet-4-5,anthropic,evolution,2903,075439a3-768a-4362-8f81-3dfe0bf32bdd,2,7460,,,7462,,,,,74367,0
1767030548.4341257,gpt-5-mini,openai,evolution,2906,46742ec5-aaf2-4234-8cc8-58940fb3b89c,61120,6246,61120,6246,67366,0,512,0,23552,,
1767030571.3927195,claude-sonnet-4-5,anthropic,evolution,2905,269d5be0-059e-41fa-bf74-cd5b04c8c751,2,6331,,,6333,,,,,63872,0
1767030694.9103522,gpt-5-mini,openai,evolution,2907,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,65551,7315,65551,7315,72866,0,384,0,36864,,
1767030705.3595288,gpt-5-mini,openai,evolution,2908,dc2aeb8b-612c-472a-a704-33a55dfddb4f,57827,6342,57827,6342,64169,0,512,0,30592,,
1767030720.6475444,gpt-5-mini,openai,evolution,2910,f2cfb1b2-0701-4b64-a8e8-0d40503ce768,66873,3917,66873,3917,70790,0,1088,0,,,
1767030730.9248033,gpt-5-mini,openai,evolution,2909,c561971d-9b16-49f8-8cf9-1331f96e78c6,58171,5861,58171,5861,64032,0,640,0,19328,,
1767030815.2172441,gpt-5-mini,openai,evolution,2911,0e1752dc-0333-415a-a9ad-165502cc2cdb,53612,5478,53612,5478,59090,0,384,0,,,
1767030905.6522634,gpt-5-mini,openai,evolution,2913,aac75ce1-fd07-46c3-94c3-bb018f232f6a,64361,5068,64361,5068,69429,0,320,0,24576,,
1767030927.905632,gpt-5-mini,openai,evolution,2912,46742ec5-aaf2-4234-8cc8-58940fb3b89c,60248,7802,60248,7802,68050,0,640,0,30592,,
1767030934.147934,gpt-5-mini,openai,evolution,2914,1a44fec5-c988-47ca-8648-5c14a07ba45c,58717,6089,58717,6089,64806,0,320,0,19328,,
1767030997.2262933,gpt-5-mini,openai,evolution,2915,222be5cb-1797-4132-b1d2-1c6904b1d9ae,63482,5174,63482,5174,68656,0,512,0,,,
1767031073.9659176,gpt-5-mini,openai,evolution,2916,0e1752dc-0333-415a-a9ad-165502cc2cdb,51772,5331,51772,5331,57103,0,512,0,27520,,
1767031096.2290018,gpt-5-mini,openai,evolution,2917,46742ec5-aaf2-4234-8cc8-58940fb3b89c,68498,4636,68498,4636,73134,0,448,0,30592,,
1767031172.681588,gpt-5-mini,openai,evolution,2918,eec4b022-8538-4d7f-9d1d-4f382aacf908,69320,7350,69320,7350,76670,0,320,0,24576,,
1767031206.4025068,gpt-5-mini,openai,evolution,2919,1a44fec5-c988-47ca-8648-5c14a07ba45c,58108,5899,58108,5899,64007,0,512,0,,,
1767031301.9694822,gpt-5-mini,openai,evolution,2920,6f02583f-ec28-4d3f-872d-19faf9717e58,61782,6825,61782,6825,68607,0,640,0,,,
1767031326.652925,gpt-5-mini,openai,evolution,2921,ff754803-083e-46c0-92b3-de15bbf215b1,65327,8027,65327,8027,73354,0,640,0,30592,,
1767031332.3853397,gpt-5-mini,openai,evolution,2922,c9729275-1b92-4d86-84a6-4ff879984835,51167,6213,51167,6213,57380,0,704,0,,,
1767031404.6660056,gpt-5-mini,openai,evolution,2923,19967ff8-5b88-48a0-a35f-5262289f114b,66609,5405,66609,5405,72014,0,640,0,36864,,
1767031460.7888298,gpt-5-mini,openai,evolution,2924,1a44fec5-c988-47ca-8648-5c14a07ba45c,59769,5461,59769,5461,65230,0,640,0,19328,,
1767031563.5532355,claude-sonnet-4-5,anthropic,evolution,2925,e1ba6310-75f9-4c46-a3c6-47952379662e,2,4657,,,4659,,,,,70992,0
1767031572.5732725,gpt-5-mini,openai,evolution,2926,0d1582a7-2664-4a4e-88a7-ce497a5437c3,52600,7960,52600,7960,60560,0,640,0,,,
1767031591.309133,gpt-5-mini,openai,evolution,2927,46742ec5-aaf2-4234-8cc8-58940fb3b89c,68955,6931,68955,6931,75886,0,448,0,30592,,
1767031669.4479706,gpt-5-mini,openai,evolution,2928,19967ff8-5b88-48a0-a35f-5262289f114b,66162,5505,66162,5505,71667,0,384,0,36864,,
1767031732.8280115,gpt-5-mini,openai,evolution,2929,9978f949-52c1-4af6-b520-ae816a272f57,59071,6818,59071,6818,65889,0,640,0,26496,,
1767031768.0713987,gpt-5-mini,openai,evolution,2931,6f02583f-ec28-4d3f-872d-19faf9717e58,59901,5559,59901,5559,65460,0,640,0,,,
1767031776.7532072,claude-sonnet-4-5,anthropic,evolution,2930,6606652e-25bd-44f9-a7b7-e0bda3dd456b,2,5869,,,5871,,,,,85140,0
1767031837.8776193,gpt-5-mini,openai,evolution,2932,6b53e583-b792-47e5-b2ab-b0d8cc4b944d,51344,7195,51344,7195,58539,0,576,0,,,
1767031970.5685434,gpt-5-mini,openai,evolution,2933,46742ec5-aaf2-4234-8cc8-58940fb3b89c,67147,7963,67147,7963,75110,0,448,0,30592,,
1767031970.685501,gpt-5-mini,openai,evolution,2935,6606652e-25bd-44f9-a7b7-e0bda3dd456b,69026,6918,69026,6918,75944,0,640,0,,,
1767031986.1394503,claude-sonnet-4-5,anthropic,evolution,2934,4b69c41f-1096-45c6-bd02-440b77e1c9de,2,5541,,,5543,,,,,72559,0
1767032053.1514034,gpt-5-mini,openai,evolution,2936,c561971d-9b16-49f8-8cf9-1331f96e78c6,59721,7459,59721,7459,67180,0,448,0,32640,,
1767032058.0037532,claude-sonnet-4-5,anthropic,evolution,2937,269d5be0-059e-41fa-bf74-cd5b04c8c751,2,4778,,,4780,,,,,62448,0
1767032100.895086,gpt-5-mini,openai,evolution,2938,6f02583f-ec28-4d3f-872d-19faf9717e58,57414,4202,57414,4202,61616,0,576,0,18304,,
1767032178.4556766,gpt-5-mini,openai,evolution,2939,fcc229e0-4540-47a7-a898-3716afab3ccf,69670,6548,69670,6548,76218,0,576,0,,,
1767032258.8615465,gpt-5-mini,openai,evolution,2941,1a44fec5-c988-47ca-8648-5c14a07ba45c,62843,4921,62843,4921,67764,0,384,0,32640,,
1767032264.3028169,gpt-5-mini,openai,evolution,2940,51c66df5-77ca-42e3-902d-69040d8c88c8,67142,6566,67142,6566,73708,0,448,0,36864,,
1767032375.3277383,gpt-5-mini,openai,evolution,2942,f88c55b9-4b18-4124-8e53-6acc0e911467,61244,7253,61244,7253,68497,0,576,0,36864,,
1767032419.4993496,gpt-5-mini,openai,evolution,2943,a0fefa3b-3ef2-48e1-8beb-1f1d898e48d4,65422,6882,65422,6882,72304,0,448,0,36864,,
1767032433.8838823,gpt-5-mini,openai,evolution,2944,46742ec5-aaf2-4234-8cc8-58940fb3b89c,61120,6139,61120,6139,67259,0,768,0,,,
1767032486.968644,gpt-5-mini,openai,evolution,2945,a1891f4d-5639-4d43-abad-6d181828dd3b,50039,6718,50039,6718,56757,0,448,0,,,
1767032590.6070447,gpt-5-mini,openai,evolution,2946,c561971d-9b16-49f8-8cf9-1331f96e78c6,58785,7938,58785,7938,66723,0,512,0,38912,,
1767032593.2622175,gpt-5-mini,openai,evolution,2947,6606652e-25bd-44f9-a7b7-e0bda3dd456b,67884,6004,67884,6004,73888,0,384,0,,,
1767032641.8612423,gpt-5-mini,openai,evolution,2948,dc2aeb8b-612c-472a-a704-33a55dfddb4f,59237,6780,59237,6780,66017,0,384,0,,,
1767032813.009623,gpt-5-mini,openai,evolution,2949,0d1582a7-2664-4a4e-88a7-ce497a5437c3,50875,5626,50875,5626,56501,0,512,0,27520,,
1767032857.7184155,gpt-5-mini,openai,evolution,2951,faea8ad7-9cd5-4376-9b1c-9daf71486f3e,61852,4116,61852,4116,65968,0,576,0,,,
1767032858.878324,gpt-5-mini,openai,evolution,2952,6b53e583-b792-47e5-b2ab-b0d8cc4b944d,50845,4631,50845,4631,55476,0,512,0,27520,,
1767032863.413638,gpt-5-mini,openai,evolution,2950,4607ff65-460f-4559-8a05-b95484b709b7,65514,7156,65514,7156,72670,0,832,0,,,
1767032930.9001327,gpt-5-mini,openai,evolution,2953,46742ec5-aaf2-4234-8cc8-58940fb3b89c,64916,7363,64916,7363,72279,0,448,0,23552,,
1767032987.2554524,gpt-5-mini,openai,evolution,2954,87b44e98-fe7c-4b5a-ab08-9fb37946e5c4,52917,4724,52917,4724,57641,0,640,0,18304,,
1767033034.4916549,gpt-5-mini,openai,evolution,2956,10dba581-ab88-4827-b7ed-1b83027b05ab,57191,6266,57191,6266,63457,0,512,0,,,
1767033046.291651,gpt-5-mini,openai,evolution,2955,0db3a192-45f9-4ef2-8c4f-bc11abfae3b9,68401,8149,68401,8149,76550,0,768,0,,,
1767033061.476237,gpt-5-mini,openai,evolution,2957,e1ba6310-75f9-4c46-a3c6-47952379662e,59653,6945,59653,6945,66598,0,576,0,,,
1767033181.8671043,gpt-5-mini,openai,evolution,2958,6606652e-25bd-44f9-a7b7-e0bda3dd456b,66328,4816,66328,4816,71144,0,512,0,41856,,
1767033189.2956827,gpt-5-mini,openai,evolution,2959,6b53e583-b792-47e5-b2ab-b0d8cc4b944d,50229,4998,50229,4998,55227,0,512,0,27520,,
1767033233.8844779,gpt-5-mini,openai,evolution,2961,22d9d2f3-21d5-4110-850e-f72573fbad6b,62198,5060,62198,5060,67258,0,832,0,30592,,
1767033258.175063,gpt-5-mini,openai,evolution,2960,46742ec5-aaf2-4234-8cc8-58940fb3b89c,71155,7347,71155,7347,78502,0,576,0,23552,,
1767033273.5179596,gpt-5-mini,openai,evolution,2962,b8648f73-9e92-41cd-a1a0-7732a4ec8021,53189,8051,53189,8051,61240,0,896,0,27648,,
1767033429.8312957,gpt-5-mini,openai,evolution,2965,d63d718b-a746-4ada-9c53-726bc42d88bc,62737,4542,62737,4542,67279,0,1088,0,30592,,
1767033447.9791474,claude-sonnet-4-5,anthropic,evolution,2963,1a44fec5-c988-47ca-8648-5c14a07ba45c,2,7343,,,7345,,,,,74395,0
1767033462.6800807,claude-sonnet-4-5,anthropic,evolution,2964,eec4b022-8538-4d7f-9d1d-4f382aacf908,2,6040,,,6042,,,,,81225,0
1767033543.9702265,gpt-5-mini,openai,evolution,2966,46742ec5-aaf2-4234-8cc8-58940fb3b89c,69942,5722,69942,5722,75664,0,704,0,30592,,
1767033651.6828585,claude-sonnet-4-5,anthropic,evolution,2967,10dba581-ab88-4827-b7ed-1b83027b05ab,2,6048,,,6050,,,,,71170,0
